-1.168471263341321065e-02,3.878972778210781902e-01,-3.492379965087225036e-01,4.386804416020545716e+00,5.295273355993321829e-01,3.507620021300589808e-01,-7.149534351524899911e-01,7.743268791865114131e-02,-7.598905876236277113e-01,2.056944852673519286e-01,-9.212686874931376169e-01,-4.538544820192930151e-01,9.730486333410395816e-02,1.471806897264117842e+00,-2.184904234722957750e-01,-2.209036634859423920e+00,5.139197832443577418e+00,7.299980393772175224e-01,9.853409579945304753e-01,1.184177199647649337e+00,-4.878504148312743371e-01,-4.214637882562015103e-01,-5.088609587653341454e-02,1.730594268749187370e-02,1.663799896294837488e+00,5.722569485316593152e-01,-3.670963437622449810e-01,-2.182440645971879256e-01,-6.705194175728399486e-01,2.922691363698555644e+00,2.687854605680410902e-01,3.112143611502015683e-01,-7.221928019617767092e-01,1.194423002511194598e+00,8.538624844608012632e-01,8.171128202375986804e-01,1.254047912762768613e+00,8.582281190287333050e-01
1.492805994112852801e-02,3.621569395934834401e-02,-9.070213628757022306e-01,-5.671690304820968809e-01,6.480406259472075714e-01,6.892403687909137711e-01,-1.511038063562640366e+00,2.185707061809566421e-03,-2.060310683969000856e+00,7.244791247326854977e-01,-7.296483063147571890e-01,7.814228881968083851e-01,6.946714645868413696e-01,9.499782424892424526e-01,-6.723220171170642967e-01,-1.740559272233175747e+00,-8.605379380691662028e-02,5.615035385109166111e-01,1.355107968532604401e+00,8.273337346716291840e-01,1.746397773985493007e-01,-7.818269044893924047e-01,5.616935302107828321e-01,1.059134713884043677e+00,-2.967723467276592864e-01,1.081488372694015820e-01,-1.410495283112769838e-01,3.033048347832160152e-01,-1.189551376671622585e+00,-6.426033159426022268e-01,-1.555852844267816004e-01,-1.575725872175814390e-01,-7.148934706160134933e-01,1.309403496307354420e+00,1.405869478571236453e+00,3.901961585060680915e-01,1.857366053746126289e+00,5.501582580889966545e-01
-9.449321829066113787e-02,1.745254248159703800e-02,-7.635672444454653096e-01,-4.210005900707401438e-01,6.274298134833437013e-01,9.594829227946594097e-01,1.828732983719383587e-01,8.238571404696022338e-01,-7.507860746856099832e-01,1.057324326299058148e+00,-2.770228094748910519e-01,-2.694911333226173156e+00,2.957640782678560010e-01,1.147331181839382208e-01,-1.500156165908648198e-01,-7.320568362632826620e-01,3.108335944328110764e-02,-6.782048668218061405e-01,-6.420336572444516055e-01,-6.728947236264900544e-01,3.190993502851909858e-01,1.715903163587819413e-01,6.300836543170171833e-01,6.011293713598652166e-01,7.323021922416814711e-01,-5.506716457107996288e-01,6.765546029715538978e-01,-2.919131230503474450e-01,-9.998403912749886935e-01,5.195507287841316137e-03,-2.831241583262236738e-01,-2.792603471332870679e-01,-5.616075123549837400e-01,1.140791526783770493e+00,6.538674068118207616e-01,3.864079622743193387e-01,1.132860987202692682e+00,1.564173125140632781e+00
8.510322883750180978e-01,1.754631120125895283e+00,-5.576683921103021691e-01,1.204689282109852461e-01,7.320814215777994294e-01,-2.241033688139057109e-02,-2.762570033936557756e-01,1.818907362089217328e+00,9.674823140350488071e-01,1.238797172114117773e+00,-7.439562884995867265e-01,-3.109253706372055781e+00,-5.751962833731790736e-01,1.651397669459078177e+00,-8.475384813008834950e-01,-1.845705210898810789e+00,2.108936464374985831e-01,1.060520793080329094e+00,5.067312135326856870e-01,4.395653730826908356e-01,1.866349148244522915e+00,-2.744377797907965322e-01,1.864077997148320565e+00,-3.662986313067273514e-01,8.940547840555441717e-01,6.778450944490006513e-01,8.065534376291290386e-02,2.359145219746093591e+00,-6.638202838940822081e-01,5.269924335921398750e-01,-4.630589953096184153e-02,-1.475387620987654233e-02,3.045798073422621433e-01,1.145321068059728775e+00,1.334057124683521445e-01,2.060914287892793018e-01,4.082813995747265334e-01,4.016939707075096178e-01
2.888782049158589160e-02,3.031323140542210304e-01,-8.791743869451268401e-01,-6.155990969645969146e-01,6.230412368844939763e-01,8.777432366120545559e-01,-6.142844832638620911e-01,1.297370502305594808e+00,4.239553657797636155e-01,1.715047135957490587e+00,1.616586902711324436e+00,3.085831479481356276e-01,-2.052063279936827467e+00,1.329784509259957614e+00,1.643841370310597183e+00,7.152180212382892588e-01,8.159411163506127274e-01,1.157926213099463419e+00,-1.991528936979657383e-01,3.569025061061161797e-01,4.052048511582154733e-01,2.154281832136350161e+00,-6.648113024706093777e-01,1.623020314861171265e+00,9.144100471887453008e-01,3.461536001545189450e-02,1.407107926109818719e+00,1.494849273564614167e+00,-1.034002863638622927e+00,5.612146299633343632e-02,1.246305101047261166e-01,2.676810863801861243e-02,-4.626610207790812224e-01,1.236276364300719965e+00,1.433476593535060850e+00,1.267398585515030041e+00,8.559028054006772024e-01,1.709408393817032357e-01
5.174297283258614266e-01,1.396956253053887265e+00,-5.129444610702869056e-01,-1.753031622134278711e-01,7.156582454138168403e-01,9.910818197011699027e-02,1.192516235127017543e+00,1.701598281015830993e+00,-4.167605635798743990e-01,6.329870006205638999e-01,1.358124259859894989e-01,-2.194579914069179960e+00,-1.712506409785578665e+00,1.723452823364366004e+00,-1.144341721683764801e+00,1.770880338317927516e-01,5.079657471566302318e-01,5.505819651062320297e-01,4.494542334737327005e-01,2.055339326364865118e-02,1.373818848968367812e+00,1.096924782471748072e+00,1.289777455068839562e-01,5.494061208076137515e-01,1.121726385381984770e+00,2.394899763733832898e-01,3.508533490933886667e-01,4.066108059546321485e+00,-6.791526549762532117e-01,-3.803388166962582417e-01,-2.191951937429173214e-01,-2.153664439818291643e-01,6.022303188861659606e-01,7.235797238230230466e-01,-2.438057383554118607e-01,-1.715500125363849521e-02,-1.662848313359887864e-01,9.505042250966858064e-02
4.398211000844966523e-01,8.087415133801442169e-01,-4.504997271653602420e-01,2.750888893284905712e-01,7.193723473792140721e-01,6.593586206416490736e-01,5.560414045305102082e-01,1.881864671839345249e+00,9.566002297593367842e-02,8.866224927979415860e-01,-1.210776416544537160e+00,-3.030142063708398226e+00,2.712430815733430367e-01,2.997536927308985799e-01,-1.929870789200849313e+00,-1.819758801327604480e-01,-6.922542209117789336e-02,3.668933382610720106e-02,1.270768290668316869e+00,-7.323382262473170368e-01,9.183175455082814853e-01,1.383033453533098589e+00,1.000903993380276580e+00,1.146290069513611565e+00,-5.141874861560834509e-01,4.598421468003596746e-01,8.089991260766399295e-02,1.823936661998894593e+00,-4.729256138721559810e-01,5.831180122499266538e-01,-1.491102081198508456e-01,-2.334198464297401188e-01,5.608674412601737380e-01,8.523286923053704500e-01,-7.642273224779921881e-02,9.057443042814819489e-02,5.970542525639463971e-01,1.265807469899752569e+00
4.169379015149648482e-01,1.715037747625813846e+00,-6.597739705224117124e-01,-4.441448578551628890e-01,6.933137694614940338e-01,2.740987631584822504e-01,2.645879123645150655e-01,1.903625163970235512e+00,1.614338440477976477e-01,3.543233429632285381e-01,-6.829453987882432298e-01,-2.670836998096587589e+00,-1.005893156055060800e+00,4.086276427076968032e-01,-5.949321078201161850e-01,1.755909084781673846e-01,5.596467216311423742e-01,9.846368433332884640e-02,-1.987975652401641289e-03,1.155499955886626906e-01,1.456594541696359713e+00,-8.277224639132584327e-01,1.489334040858589780e-01,-1.311320383724021155e-01,-3.137311895515187271e-02,6.038174897780977934e-01,1.737737655005845649e+00,3.360329834104256452e+00,-7.945304532368780981e-01,4.613047081414417550e-02,-7.060287073057656959e-02,-1.578237901681751321e-01,1.220965236981793323e-01,1.187692288816191377e+00,-9.152618630470726879e-02,3.904232053873758490e-01,-8.608898243956884799e-02,1.512170277389616735e-01
3.874981767601593519e-01,9.495888407889073735e-01,-7.416272028031939412e-01,-5.271101333959977708e-01,7.150206297479129169e-01,7.061732738440130719e-01,9.491451633000837218e-03,5.447460421237159123e-01,1.949870964613494018e-01,1.354814105589519091e+00,2.161074415682421590e-01,-2.031360012006772298e+00,-8.419577657189669662e-01,3.807804654883927276e-01,-2.153094435875153867e-01,9.696676618176351958e-01,9.791317694955895684e-03,-2.051155217655461493e-01,3.235379158886768081e-01,-3.373477761276252873e-02,1.287312112117615204e+00,1.236037068135350525e+00,8.543139158516444009e-01,5.229750417639370541e-01,6.222353513193343844e-01,9.926993989313462885e-01,1.725372129746028937e+00,1.541089518222891641e+00,-8.046640846186201568e-01,4.457697902146706137e-01,-1.206717002639610126e-01,-2.336173185996542334e-01,3.264778013795517908e-01,1.095416966493821143e+00,7.860117269206433610e-01,8.222371444961912301e-01,7.483561585789061388e-01,6.448794920752422000e-01
4.988744884924089518e-01,1.327313080020535496e+00,-8.023842411971765509e-01,-1.376263101868360206e-01,6.718031320585637900e-01,2.259429709678312526e-01,-1.022031594380793385e+00,1.245069266418576959e+00,7.566770965539877380e-01,1.610206512282467972e-01,1.442907827957017775e+00,1.041476140521475358e-01,-1.682570773793152563e+00,-6.799629015149758482e-01,1.154359528545173985e+00,1.683504364623944038e+00,8.988573907117434203e-01,2.775040808571438866e+00,5.136713609405075820e-01,-1.011093554202255440e+00,7.744980343198732964e-01,1.420929974592468392e+00,2.589087302727464679e-01,1.213158347913052104e+00,6.534926937303549010e-01,3.424551414814123618e+00,2.272979935627131187e+00,7.612065849723075039e-02,-8.996767965092756780e-01,2.413956708376408522e-01,1.852265115620457467e-02,1.436620335592365127e-01,-1.155372634472259380e-01,1.286863282390188212e+00,6.031286187093298778e-01,1.174483607408461472e+00,5.809532923935654125e-01,5.061161373279315923e-01
